,ano,ocupacao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
2000,2019,MEI,DISTRITO FEDERAL,2817381.0,50178968.18138756,17.81050137748056
2001,2019,Outros,DISTRITO FEDERAL,2817381.0,1205317845.346567,427.81499745563946
2002,2019,Servidor ou empregado público,DISTRITO FEDERAL,2817381.0,899076645.1280963,319.11787760622235
2024,2020,Aposentado/pensionista,DISTRITO FEDERAL,2817381.0,467666135.1737031,165.99321681153634
2025,2020,Autônomo,DISTRITO FEDERAL,2817381.0,261591038.27265808,92.84901057849757
2026,2020,Empregado de empresa privada,DISTRITO FEDERAL,2817381.0,697151968.3830402,247.44681971768824
2027,2020,Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,2817381.0,6196778.352532644,2.1994818423680162
2028,2020,Empresário,DISTRITO FEDERAL,2817381.0,581101734.7720196,206.25599972883313
2029,2020,MEI,DISTRITO FEDERAL,2817381.0,65277615.379719056,23.16960871806797
2030,2020,Outros,DISTRITO FEDERAL,2817381.0,1251127991.8126872,444.07483113312935
2031,2020,Servidor ou empregado público,DISTRITO FEDERAL,2817381.0,946461028.0823181,335.9364701055051
2053,2021,Aposentado/pensionista,DISTRITO FEDERAL,2817381.0,454120293.21378,161.1852614941962
2054,2021,Autônomo,DISTRITO FEDERAL,2817381.0,308707754.07005966,109.57259741229875
2055,2021,Empregado de empresa privada,DISTRITO FEDERAL,2817381.0,845461431.2151836,300.0877166471924
2056,2021,Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,2817381.0,7383050.331236074,2.6205367081115667
2057,2021,Empresário,DISTRITO FEDERAL,2817381.0,604561934.5741999,214.58295295318592
2058,2021,MEI,DISTRITO FEDERAL,2817381.0,69855428.04958344,24.79445557756776
2059,2021,Outros,DISTRITO FEDERAL,2817381.0,1676762605.244684,595.1493977011572
2060,2021,Servidor ou empregado público,DISTRITO FEDERAL,2817381.0,979690321.4432372,347.7308611945765
2082,2022,Aposentado/pensionista,DISTRITO FEDERAL,2817381.0,492196640.83727044,174.70006393784527
2083,2022,Autônomo,DISTRITO FEDERAL,2817381.0,398647433.0297541,141.4957483669245
2084,2022,Empregado de empresa privada,DISTRITO FEDERAL,2817381.0,1158947444.5283337,411.35630733945237
2085,2022,Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,2817381.0,10827049.282609705,3.8429482141782403
2086,2022,Empresário,DISTRITO FEDERAL,2817381.0,796160593.5885695,282.5888985510194
2087,2022,MEI,DISTRITO FEDERAL,2817381.0,111926714.56781797,39.72721991374897
2088,2022,Outros,DISTRITO FEDERAL,2817381.0,2161821384.197684,767.3159520127679
2089,2022,Servidor ou empregado público,DISTRITO FEDERAL,2817381.0,1244333322.543555,441.663134146058
2111,2012,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,121550616.1427856,31.70572441090661
2112,2012,Autônomo,ESPÍRITO SANTO,3833712.0,212568905.42079297,55.44728070882554
2113,2012,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,300938957.4690597,78.49806074871032
2114,2012,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,1879258.627336481,0.490192958505094
2115,2012,Empresário,ESPÍRITO SANTO,3833712.0,331655040.63937646,86.51016055441214
2116,2012,Outros,ESPÍRITO SANTO,3833712.0,1263841767.1066582,329.66528709163816
2117,2012,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,267249423.15327266,69.71035465190725
2138,2013,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,106571569.88396563,27.798533088548545
2139,2013,Autônomo,ESPÍRITO SANTO,3833712.0,243392182.92908838,63.48734149281125
2140,2013,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,327704237.8237082,85.47961814129704
2141,2013,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,2583805.821784447,0.6739697248474708
2142,2013,Empresário,ESPÍRITO SANTO,3833712.0,359962458.0072795,93.89397482316865
2143,2013,Outros,ESPÍRITO SANTO,3833712.0,1471037399.0982072,383.7109827494103
2144,2013,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,250623668.31588542,65.37362960908003
2165,2014,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,96420004.27300233,25.15056015501486
2166,2014,Autônomo,ESPÍRITO SANTO,3833712.0,249959565.77869263,65.20040258076054
2167,2014,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,327237949.6362791,85.35798975934527
2168,2014,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,2707146.658001882,0.7061424170625967
2169,2014,Empresário,ESPÍRITO SANTO,3833712.0,372260358.6654973,97.10180594303831
2170,2014,Outros,ESPÍRITO SANTO,3833712.0,1630859142.8365512,425.3994934508777
2171,2014,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,248229672.60373947,64.74917067420283
2192,2015,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,102610924.91814253,26.765423411602782
2193,2015,Autônomo,ESPÍRITO SANTO,3833712.0,262131386.87915376,68.37534662988607
2194,2015,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,295171272.8323508,76.99359598017556
2195,2015,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,2090870.2795592952,0.5453905456537411
2196,2015,Empresário,ESPÍRITO SANTO,3833712.0,398765035.13147867,104.01538642743083
2197,2015,Outros,ESPÍRITO SANTO,3833712.0,1829490897.4319406,477.21135479971906
2198,2015,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,254043133.1228446,66.26557579777631
2219,2016,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,130522238.51051736,34.045916466995266
2220,2016,Autônomo,ESPÍRITO SANTO,3833712.0,190013178.7073474,49.563759277521996
2221,2016,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,337520114.82106984,88.04002878178378
2222,2016,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,1222035.1089914916,0.31876027959103126
2223,2016,Empresário,ESPÍRITO SANTO,3833712.0,418138933.5864349,109.06894768997643
2224,2016,MEI,ESPÍRITO SANTO,3833712.0,17987013.465801053,4.691800914049113
2225,2016,Outros,ESPÍRITO SANTO,3833712.0,1915963535.4075973,499.7672061457922
2226,2016,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,265268752.7584142,69.19370906276063
2247,2017,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,170775869.23371476,44.54582640368258
2248,2017,Autônomo,ESPÍRITO SANTO,3833712.0,365147643.82861817,95.24649838814658
2249,2017,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,442733847.627977,115.48437848956235
2250,2017,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,3111609.679093034,0.8116440877909019
2251,2017,Empresário,ESPÍRITO SANTO,3833712.0,536550530.3394817,139.9558783600546
2252,2017,MEI,ESPÍRITO SANTO,3833712.0,39733924.285263024,10.364347735370583
2253,2017,Outros,ESPÍRITO SANTO,3833712.0,1133762677.3744757,295.7349632352341
2254,2017,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,296252789.0530376,77.27570277919614
2275,2018,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,197545529.16153643,51.528526180771124
2276,2018,Autônomo,ESPÍRITO SANTO,3833712.0,377734346.7731269,98.52966179335509
2277,2018,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,461251157.2386992,120.3145038643224
2278,2018,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,2369170.853520338,0.6179835244588895
2279,2018,Empresário,ESPÍRITO SANTO,3833712.0,499561962.7145361,130.30763988388696
2280,2018,MEI,ESPÍRITO SANTO,3833712.0,52873796.94168701,13.791802029387448
2281,2018,Outros,ESPÍRITO SANTO,3833712.0,1193284217.0508132,311.2607877302242
2282,2018,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,271625821.0488494,70.85191090224028
2303,2019,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,216115676.63122994,56.37243398336389
2304,2019,Autônomo,ESPÍRITO SANTO,3833712.0,421195523.2575266,109.866240149893
2305,2019,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,517510158.06769127,134.98931533398735
2306,2019,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,3128410.9448971986,0.8160265937809618
2307,2019,Empresário,ESPÍRITO SANTO,3833712.0,564373303.3573713,147.21327615568705
2308,2019,MEI,ESPÍRITO SANTO,3833712.0,63770720.86600968,16.634197056536767
2309,2019,Outros,ESPÍRITO SANTO,3833712.0,1414685256.5173604,369.0118758314032
2310,2019,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,303504508.57204825,79.16726884336857
2331,2020,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,221555492.81841752,57.7913763001544
2332,2020,Autônomo,ESPÍRITO SANTO,3833712.0,384254858.7398004,100.23049690216699
2333,2020,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,525883411.6467466,137.1734266024017
2334,2020,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,2856600.79765558,0.7451266025344575
2335,2020,Empresário,ESPÍRITO SANTO,3833712.0,550641347.2054437,143.63138055374105
2336,2020,MEI,ESPÍRITO SANTO,3833712.0,69919277.47369786,18.238009916680713
2337,2020,Outros,ESPÍRITO SANTO,3833712.0,1175750720.185023,306.68728380875325
2338,2020,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,294323679.08839905,76.77250640851453
2359,2021,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,225508680.63398352,58.822540825701964
2360,2021,Autônomo,ESPÍRITO SANTO,3833712.0,344304511.48735255,89.80969657797783
2361,2021,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,558420153.7763363,145.66043400660672
2362,2021,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,2417107.443408739,0.630487486647077
2363,2021,Empresário,ESPÍRITO SANTO,3833712.0,465900791.5112327,121.5273321290782
2364,2021,MEI,ESPÍRITO SANTO,3833712.0,74580320.82713923,19.453814169436626
2365,2021,Outros,ESPÍRITO SANTO,3833712.0,1225954501.7025688,319.7826288731571
2366,2021,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,295723022.13931525,77.1375163651613
2387,2022,Aposentado/pensionista,ESPÍRITO SANTO,3833712.0,219917036.55914983,57.36399514599684
2388,2022,Autônomo,ESPÍRITO SANTO,3833712.0,357959030.93310505,93.37139329535057
2389,2022,Empregado de empresa privada,ESPÍRITO SANTO,3833712.0,799727384.8243163,208.60392873129652
2390,2022,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833712.0,2756159.412926043,0.7189270902264028
2391,2022,Empresário,ESPÍRITO SANTO,3833712.0,514247468.50518167,134.13826299554626
2392,2022,MEI,ESPÍRITO SANTO,3833712.0,108634335.17348593,28.336592621846904
2393,2022,Outros,ESPÍRITO SANTO,3833712.0,1402176171.020571,365.74895845607887
2394,2022,Servidor ou empregado público,ESPÍRITO SANTO,3833712.0,353494492.2108589,92.20684605699617
2415,2012,Aposentado/pensionista,GOIÁS,7056495.0,175910949.68417087,24.928941306437668
2416,2012,Autônomo,GOIÁS,7056495.0,794153881.3363444,112.5422580666952
2417,2012,Empregado de empresa privada,GOIÁS,7056495.0,462673214.11507064,65.56700091406154
2418,2012,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,10693836.347533235,1.5154600616217024
2419,2012,Empresário,GOIÁS,7056495.0,1448234934.451338,205.23431738438674
2420,2012,Outros,GOIÁS,7056495.0,3649890648.743805,517.2384659443258
2421,2012,Servidor ou empregado público,GOIÁS,7056495.0,764829817.5974684,108.38664487078476
2442,2013,Aposentado/pensionista,GOIÁS,7056495.0,169067249.66364053,23.95909720954107
2443,2013,Autônomo,GOIÁS,7056495.0,752225839.3745567,106.60049208205443
2444,2013,Empregado de empresa privada,GOIÁS,7056495.0,453415799.4151981,64.25510106861807
2445,2013,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,10507621.403216885,1.4890709060541933
2446,2013,Empresário,GOIÁS,7056495.0,1432537367.340236,203.00976155162527
2447,2013,Outros,GOIÁS,7056495.0,3705949978.1145406,525.1828249172628
2448,2013,Servidor ou empregado público,GOIÁS,7056495.0,679248496.786287,96.25862369154757
2469,2014,Aposentado/pensionista,GOIÁS,7056495.0,150914327.80991656,21.386584672690415
2470,2014,Autônomo,GOIÁS,7056495.0,742030961.1193607,105.15574107532998
2471,2014,Empregado de empresa privada,GOIÁS,7056495.0,467896405.53043795,66.30719720348954
2472,2014,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,9002942.426306408,1.2758377106915555
2473,2014,Empresário,GOIÁS,7056495.0,1351800286.9398103,191.56823422107013
2474,2014,Outros,GOIÁS,7056495.0,3887917881.6968293,550.9701178413404
2475,2014,Servidor ou empregado público,GOIÁS,7056495.0,577431896.2264,81.82984558571926
2496,2015,Aposentado/pensionista,GOIÁS,7056495.0,138490754.69723937,19.625997708102872
2497,2015,Autônomo,GOIÁS,7056495.0,815755604.2177613,115.60351197269485
2498,2015,Empregado de empresa privada,GOIÁS,7056495.0,499387764.6600947,70.7699452291959
2499,2015,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,9170539.395446911,1.2995884494280676
2500,2015,Empresário,GOIÁS,7056495.0,1600916854.9082966,226.8713936463211
2501,2015,Outros,GOIÁS,7056495.0,4334759116.504968,614.2935149114352
2502,2015,Servidor ou empregado público,GOIÁS,7056495.0,592424368.2669034,83.95447998856422
2523,2016,Aposentado/pensionista,GOIÁS,7056495.0,224099180.35550895,31.757860007767164
2524,2016,Autônomo,GOIÁS,7056495.0,619834836.3149909,87.83891100539161
2525,2016,Empregado de empresa privada,GOIÁS,7056495.0,674789017.3801271,95.62665563854677
2526,2016,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,2301658.6523474962,0.32617590635967236
2527,2016,Empresário,GOIÁS,7056495.0,1398274112.5607882,198.15419872908407
2528,2016,MEI,GOIÁS,7056495.0,38179738.099594004,5.410581046198432
2529,2016,Outros,GOIÁS,7056495.0,4432444436.82318,628.1368351884583
2530,2016,Servidor ou empregado público,GOIÁS,7056495.0,667201534.9036796,94.55140759026678
2551,2017,Aposentado/pensionista,GOIÁS,7056495.0,274922637.8210058,38.96022569576055
2552,2017,Autônomo,GOIÁS,7056495.0,997661731.9426877,141.3820504290994
2553,2017,Empregado de empresa privada,GOIÁS,7056495.0,1003184164.2103455,142.16465316142725
2554,2017,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,4380650.031755324,0.6207968732005513
2555,2017,Empresário,GOIÁS,7056495.0,1714686575.3907547,242.99408918886144
2556,2017,MEI,GOIÁS,7056495.0,84008560.38824293,11.90513992970206
2557,2017,Outros,GOIÁS,7056495.0,2104858698.5244315,298.28671295373005
2558,2017,Servidor ou empregado público,GOIÁS,7056495.0,672116628.1194522,95.24794223186613
2579,2018,Aposentado/pensionista,GOIÁS,7056495.0,333378872.75971526,47.24425834067979
2580,2018,Autônomo,GOIÁS,7056495.0,928996634.0367112,131.651284956159
2581,2018,Empregado de empresa privada,GOIÁS,7056495.0,1038280041.7061878,147.1382097919984
2582,2018,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,4327973.2257777555,0.6133318631668775
2583,2018,Empresário,GOIÁS,7056495.0,1514935402.2560334,214.68666841768234
2584,2018,MEI,GOIÁS,7056495.0,106986847.42384899,15.161471442103904
2585,2018,Outros,GOIÁS,7056495.0,2068555612.7337358,293.1420787138283
2586,2018,Servidor ou empregado público,GOIÁS,7056495.0,662825870.5345556,93.93131725234065
2607,2019,Aposentado/pensionista,GOIÁS,7056495.0,405467832.2394624,57.46023092760108
2608,2019,Autônomo,GOIÁS,7056495.0,971313271.5247109,137.64812013963177
2609,2019,Empregado de empresa privada,GOIÁS,7056495.0,1291162968.4078405,182.97511277310343
2610,2019,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,5641732.18790727,0.7995091313615712
2611,2019,Empresário,GOIÁS,7056495.0,1727980321.212924,244.87799129921072
2612,2019,MEI,GOIÁS,7056495.0,149426891.15362772,21.175794945454893
2613,2019,Outros,GOIÁS,7056495.0,2480373373.398318,351.50217967961686
2614,2019,Servidor ou empregado público,GOIÁS,7056495.0,816026525.2145092,115.64190511217102
2635,2020,Aposentado/pensionista,GOIÁS,7056495.0,409471906.10816526,58.02766190696164
2636,2020,Autônomo,GOIÁS,7056495.0,1030601640.9423976,146.05007740278958
2637,2020,Empregado de empresa privada,GOIÁS,7056495.0,1495592816.8242188,211.94556459321785
2638,2020,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,5214792.810765021,0.7390060944937991
2639,2020,Empresário,GOIÁS,7056495.0,1836754666.1263585,260.2927751137581
2640,2020,MEI,GOIÁS,7056495.0,180150832.99817058,25.529789647434114
2641,2020,Outros,GOIÁS,7056495.0,2558756531.6431947,362.61012466432624
2642,2020,Servidor ou empregado público,GOIÁS,7056495.0,759038001.1970716,107.56586679322689
2663,2021,Aposentado/pensionista,GOIÁS,7056495.0,420458983.2340473,59.584678120518376
2664,2021,Autônomo,GOIÁS,7056495.0,1049333427.4372529,148.70462282439834
2665,2021,Empregado de empresa privada,GOIÁS,7056495.0,1829469848.147832,259.2604186848899
2666,2021,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,5763952.210646172,0.8168293480894087
2667,2021,Empresário,GOIÁS,7056495.0,1657697485.4083061,234.91797066508317
2668,2021,MEI,GOIÁS,7056495.0,190130939.48124853,26.944104613019427
2669,2021,Outros,GOIÁS,7056495.0,3063378657.1972256,434.12184904789495
2670,2021,Servidor ou empregado público,GOIÁS,7056495.0,829682403.3629777,117.57712623093728
2691,2022,Aposentado/pensionista,GOIÁS,7056495.0,447536050.477455,63.421861770957825
2692,2022,Autônomo,GOIÁS,7056495.0,1227755021.834832,173.9893561654663
2693,2022,Empregado de empresa privada,GOIÁS,7056495.0,2407670951.2929907,341.19927120943055
2694,2022,Empregado de entidades sem fins lucrativos,GOIÁS,7056495.0,8318614.120917478,1.1788592099785344
2695,2022,Empresário,GOIÁS,7056495.0,1872949081.5952325,265.4220093113128
2696,2022,MEI,GOIÁS,7056495.0,289821888.3600115,41.0716493613347
2697,2022,Outros,GOIÁS,7056495.0,3689457113.7122636,522.8455647899224
2698,2022,Servidor ou empregado público,GOIÁS,7056495.0,1072278672.0269668,151.9562717789734
2719,2012,Aposentado/pensionista,MARANHÃO,6775805.0,83802050.24204929,12.36783677246457
2720,2012,Autônomo,MARANHÃO,6775805.0,433190940.1287358,63.93202580781705
2721,2012,Empregado de empresa privada,MARANHÃO,6775805.0,155988688.60060388,23.021425291991708
2722,2012,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,2558458.082958637,0.3775873247471905
2723,2012,Empresário,MARANHÃO,6775805.0,307213663.4600902,45.33980294003299
2724,2012,Outros,MARANHÃO,6775805.0,1646288779.8676336,242.96578485768606
2725,2012,Servidor ou empregado público,MARANHÃO,6775805.0,319849816.4896322,47.20469619323936
2745,2013,Aposentado/pensionista,MARANHÃO,6775805.0,71657948.66975342,10.575562412105043
2746,2013,Autônomo,MARANHÃO,6775805.0,439241881.37846583,64.82504755943623
2747,2013,Empregado de empresa privada,MARANHÃO,6775805.0,174485038.41371712,25.751189476928147
2748,2013,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,2447739.4801565595,0.361247037091026
2749,2013,Empresário,MARANHÃO,6775805.0,303624960.9907264,44.81016808936007
2750,2013,Outros,MARANHÃO,6775805.0,1629841097.6187143,240.53837110405544
2751,2013,Servidor ou empregado público,MARANHÃO,6775805.0,305132682.4827383,45.03268356789169
2772,2014,Aposentado/pensionista,MARANHÃO,6775805.0,65956738.663094394,9.734155375353097
2773,2014,Autônomo,MARANHÃO,6775805.0,413820595.47502214,61.0732740205809
2774,2014,Empregado de empresa privada,MARANHÃO,6775805.0,156792904.76540115,23.140114682373703
2775,2014,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,1573286.6416459393,0.23219184165511542
2776,2014,Empresário,MARANHÃO,6775805.0,255884309.39176008,37.76441461815387
2777,2014,Outros,MARANHÃO,6775805.0,1576393832.6450262,232.65041314574816
2778,2014,Servidor ou empregado público,MARANHÃO,6775805.0,299432288.32486016,44.191396937317435
2799,2015,Aposentado/pensionista,MARANHÃO,6775805.0,69307699.574356,10.22870339012944
2800,2015,Autônomo,MARANHÃO,6775805.0,414159816.20185417,61.123337552047936
2801,2015,Empregado de empresa privada,MARANHÃO,6775805.0,145369127.81427288,21.45414866783694
2802,2015,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,1331486.9156019173,0.19650608534364808
2803,2015,Empresário,MARANHÃO,6775805.0,264184515.1815026,38.98939169316452
2804,2015,Outros,MARANHÃO,6775805.0,1676713741.608415,247.45602059215324
2805,2015,Servidor ou empregado público,MARANHÃO,6775805.0,309539810.8918411,45.683104943522004
2826,2016,Aposentado/pensionista,MARANHÃO,6775805.0,83965340.11618717,12.391935735486362
2827,2016,Autônomo,MARANHÃO,6775805.0,263233706.42503688,38.84906759049838
2828,2016,Empregado de empresa privada,MARANHÃO,6775805.0,171545164.82202083,25.31731134854395
2829,2016,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,623848.310502318,0.09206999175777904
2830,2016,Empresário,MARANHÃO,6775805.0,376379433.19870716,55.547559765770586
2831,2016,MEI,MARANHÃO,6775805.0,8680243.617045984,1.281064554993242
2832,2016,Outros,MARANHÃO,6775805.0,1596412852.8729703,235.60489903014775
2833,2016,Servidor ou empregado público,MARANHÃO,6775805.0,410570327.058356,60.593586600906605
2854,2017,Aposentado/pensionista,MARANHÃO,6775805.0,132995740.66481245,19.628035438565963
2855,2017,Autônomo,MARANHÃO,6775805.0,427028516.91819334,63.02255110915874
2856,2017,Empregado de empresa privada,MARANHÃO,6775805.0,254819404.5656804,37.60725176797154
2857,2017,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,1348422.1963287897,0.19900546080189582
2858,2017,Empresário,MARANHÃO,6775805.0,403189964.4749286,59.50436361066008
2859,2017,MEI,MARANHÃO,6775805.0,16262671.0830294,2.400109076785622
2860,2017,Outros,MARANHÃO,6775805.0,937844992.5597675,138.4108593089334
2861,2017,Servidor ou empregado público,MARANHÃO,6775805.0,479748724.2807335,70.80320704045253
2882,2018,Aposentado/pensionista,MARANHÃO,6775805.0,143030086.5420409,21.108943740565277
2883,2018,Autônomo,MARANHÃO,6775805.0,277696492.7141428,40.98354257747128
2884,2018,Empregado de empresa privada,MARANHÃO,6775805.0,247909168.66180447,36.58741192549143
2885,2018,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,848336.7996306489,0.12520088751530614
2886,2018,Empresário,MARANHÃO,6775805.0,390836863.2894621,57.6812442638863
2887,2018,MEI,MARANHÃO,6775805.0,20173347.267941445,2.9772620770434575
2888,2018,Outros,MARANHÃO,6775805.0,956584177.987002,141.17646213062537
2889,2018,Servidor ou empregado público,MARANHÃO,6775805.0,471625376.52537924,69.60433137101485
2910,2019,Aposentado/pensionista,MARANHÃO,6775805.0,147532292.9323167,21.773397099284395
2911,2019,Autônomo,MARANHÃO,6775805.0,338345516.38048005,49.93436446008704
2912,2019,Empregado de empresa privada,MARANHÃO,6775805.0,326496875.5907489,48.18569536619618
2913,2019,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,1180757.3516190222,0.1742608223847974
2914,2019,Empresário,MARANHÃO,6775805.0,584213055.1070598,86.2204645952857
2915,2019,MEI,MARANHÃO,6775805.0,29911907.12252284,4.414517112361238
2916,2019,Outros,MARANHÃO,6775805.0,1158551800.3641717,170.98363963605382
2917,2019,Servidor ou empregado público,MARANHÃO,6775805.0,553595672.5046201,81.70183063187622
2938,2020,Aposentado/pensionista,MARANHÃO,6775805.0,202494035.05851278,29.884867563118004
2939,2020,Autônomo,MARANHÃO,6775805.0,412917060.553247,60.93992677670727
2940,2020,Empregado de empresa privada,MARANHÃO,6775805.0,371501897.8430472,54.82771387946483
2941,2020,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,1252227.0363611109,0.18480860006465813
2942,2020,Empresário,MARANHÃO,6775805.0,612655288.178442,90.41808142035404
2943,2020,MEI,MARANHÃO,6775805.0,35233298.621541284,5.199869037190605
2944,2020,Outros,MARANHÃO,6775805.0,1206206792.3527687,178.0167511244448
2945,2020,Servidor ou empregado público,MARANHÃO,6775805.0,874768055.3574623,129.10171638018838
2966,2021,Aposentado/pensionista,MARANHÃO,6775805.0,199897325.79148304,29.501634977907873
2967,2021,Autônomo,MARANHÃO,6775805.0,371989887.9976003,54.899733389257854
2968,2021,Empregado de empresa privada,MARANHÃO,6775805.0,436401209.23359495,64.40580997144914
2969,2021,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,1425380.6487427773,0.210363292441677
2970,2021,Empresário,MARANHÃO,6775805.0,413710471.2522916,61.057021453877674
2971,2021,MEI,MARANHÃO,6775805.0,39668843.98339287,5.8544842986763745
2972,2021,Outros,MARANHÃO,6775805.0,1522413015.9601586,224.68371152359884
2973,2021,Servidor ou empregado público,MARANHÃO,6775805.0,895964202.3436481,132.22992726969682
2994,2022,Aposentado/pensionista,MARANHÃO,6775805.0,249732108.15173626,36.85644851818142
2995,2022,Autônomo,MARANHÃO,6775805.0,382195639.0739705,56.40593834591912
2996,2022,Empregado de empresa privada,MARANHÃO,6775805.0,592182004.6076599,87.3965535619251
2997,2022,Empregado de entidades sem fins lucrativos,MARANHÃO,6775805.0,1649550.6323775826,0.24344718190349082
2998,2022,Empresário,MARANHÃO,6775805.0,557330261.1080813,82.25299593304136
2999,2022,MEI,MARANHÃO,6775805.0,58286606.02989026,8.602166979405437
3000,2022,Outros,MARANHÃO,6775805.0,2019566000.6211321,298.0555078874218
3001,2022,Servidor ou empregado público,MARANHÃO,6775805.0,1117502927.0093865,164.92548516514074
3022,2012,Aposentado/pensionista,MINAS GERAIS,20539989.0,605579068.1182781,29.482930498077586
3023,2012,Autônomo,MINAS GERAIS,20539989.0,1277446266.2567358,62.19313292995122
3024,2012,Empregado de empresa privada,MINAS GERAIS,20539989.0,1393587740.2137635,67.84754072720115
3025,2012,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,10382405.139509274,0.5054727701903479
3026,2012,Empresário,MINAS GERAIS,20539989.0,2311629762.901552,112.54289196072853
3027,2012,Outros,MINAS GERAIS,20539989.0,7481406318.990832,364.23614048628906
3028,2012,Servidor ou empregado público,MINAS GERAIS,20539989.0,1272647097.4419918,61.959482911212454
3050,2013,Aposentado/pensionista,MINAS GERAIS,20539989.0,586895116.1296328,28.573292621024912
3051,2013,Autônomo,MINAS GERAIS,20539989.0,1312857378.7417336,63.91714127703445
3052,2013,Empregado de empresa privada,MINAS GERAIS,20539989.0,1537060719.1455894,74.83259699630752
3053,2013,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,11816933.115269983,0.5753135074838639
3054,2013,Empresário,MINAS GERAIS,20539989.0,2488594033.4016714,121.15848910151176
3055,2013,Outros,MINAS GERAIS,20539989.0,8119540666.0585,395.3040415970281
3056,2013,Servidor ou empregado público,MINAS GERAIS,20539989.0,1338414468.2898617,65.16140141505731
3077,2014,Aposentado/pensionista,MINAS GERAIS,20539989.0,535129875.7913819,26.05307509129542
3078,2014,Autônomo,MINAS GERAIS,20539989.0,1253103533.5167572,61.007994381922856
3079,2014,Empregado de empresa privada,MINAS GERAIS,20539989.0,1461126637.255532,71.13570690108607
3080,2014,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,10508843.05560564,0.5116284656046135
